MANHANVIEN,MABOPHAN,MACHINHANH,NGAYVAOLAM,NGAYNGHIVIEC,HESOLUONG
NV00000065,BOPHAN0004,CN00000007,2011-04-07,2012-07-30,1.47
NV00000200,BOPHAN0003,CN00000007,2017-12-17,,1.98
NV00000056,BOPHAN0003,CN00000002,2012-10-23,,1.89
NV00000181,BOPHAN0002,CN00000010,2013-06-18,,1.22
NV00000056,BOPHAN0001,CN00000002,2017-04-15,,1.03
NV00000142,BOPHAN0001,CN00000004,2017-02-24,,1.88
NV00000036,BOPHAN0004,CN00000009,2014-08-05,,1.33
NV00000158,BOPHAN0003,CN00000005,2013-06-27,,1.47
NV00000171,BOPHAN0002,CN00000009,2010-08-07,2011-12-10,1.39
NV00000107,BOPHAN0004,CN00000005,2017-12-09,2020-05-21,1.92
NV00000156,BOPHAN0002,CN00000010,2014-06-12,,1.82
NV00000167,BOPHAN0004,CN00000007,2010-03-09,2010-06-04,1.2
NV00000081,BOPHAN0004,CN00000007,2018-04-25,2020-08-26,1.72
NV00000101,BOPHAN0002,CN00000010,2012-05-19,,1.33
NV00000061,BOPHAN0002,CN00000009,2015-05-07,2017-03-04,1.18
NV00000004,BOPHAN0004,CN00000008,2016-10-27,2018-07-11,1.88
NV00000004,BOPHAN0003,CN00000003,2012-06-11,,1.47
NV00000003,BOPHAN0004,CN00000008,2012-09-15,,1.92
NV00000133,BOPHAN0001,CN00000010,2017-01-19,2018-09-05,1.08
NV00000015,BOPHAN0001,CN00000009,2010-05-26,,1.22
NV00000003,BOPHAN0001,CN00000009,2013-11-29,,1.01
NV00000094,BOPHAN0004,CN00000003,2015-01-06,,1.15
NV00000111,BOPHAN0002,CN00000005,2013-02-27,2014-04-11,1.49
NV00000051,BOPHAN0001,CN00000005,2011-08-07,,1.36
NV00000084,BOPHAN0001,CN00000009,2017-06-16,2019-07-04,1.6
NV00000062,BOPHAN0004,CN00000009,2012-03-01,2014-11-13,1.77
NV00000147,BOPHAN0003,CN00000009,2015-07-12,2018-02-28,1.48
NV00000177,BOPHAN0003,CN00000001,2015-03-13,2017-03-29,1.78
NV00000148,BOPHAN0004,CN00000008,2013-12-09,2015-05-04,1.26
NV00000116,BOPHAN0003,CN00000010,2016-10-31,2018-10-04,1.14
NV00000178,BOPHAN0002,CN00000002,2016-04-24,2016-05-06,1.35
NV00000057,BOPHAN0001,CN00000006,2018-06-13,2018-11-08,1.37
NV00000123,BOPHAN0002,CN00000008,2019-08-12,2020-06-17,1.33
NV00000006,BOPHAN0002,CN00000010,2018-10-06,,1.94
NV00000017,BOPHAN0004,CN00000005,2013-11-30,2014-12-28,1.35
NV00000137,BOPHAN0001,CN00000010,2011-08-29,,1.21
NV00000090,BOPHAN0003,CN00000005,2012-08-30,,1.08
NV00000139,BOPHAN0004,CN00000007,2012-03-12,2012-08-21,1.09
NV00000122,BOPHAN0003,CN00000007,2016-08-14,2018-10-14,1.18
NV00000050,BOPHAN0001,CN00000007,2019-01-10,,1.7
NV00000057,BOPHAN0001,CN00000010,2013-01-27,2014-04-23,1.74
NV00000142,BOPHAN0003,CN00000010,2016-04-08,,1.84
NV00000113,BOPHAN0001,CN00000007,2015-11-16,2018-07-04,1.44
NV00000148,BOPHAN0003,CN00000003,2012-10-16,2015-03-15,1.83
NV00000185,BOPHAN0003,CN00000007,2012-06-15,,1.71
NV00000137,BOPHAN0001,CN00000003,2016-02-20,,1.99
NV00000037,BOPHAN0003,CN00000009,2013-11-04,2014-01-07,1.28
NV00000003,BOPHAN0003,CN00000010,2017-01-29,2019-07-11,1.58
NV00000191,BOPHAN0001,CN00000007,2015-04-11,2015-12-14,1.85
NV00000199,BOPHAN0003,CN00000005,2012-05-24,,1.39
NV00000046,BOPHAN0002,CN00000007,2017-11-22,2019-05-07,1.27
NV00000179,BOPHAN0003,CN00000010,2016-03-05,,1.28
NV00000019,BOPHAN0002,CN00000007,2013-05-04,,1.99
NV00000083,BOPHAN0004,CN00000001,2019-08-13,,1.4
NV00000135,BOPHAN0001,CN00000009,2013-10-16,2013-10-18,1.84
NV00000071,BOPHAN0003,CN00000001,2010-10-09,,1.14
NV00000151,BOPHAN0002,CN00000009,2015-01-14,,1.98
NV00000169,BOPHAN0003,CN00000008,2012-04-05,2014-07-11,1.86
NV00000171,BOPHAN0004,CN00000003,2014-10-06,,1.31
NV00000111,BOPHAN0004,CN00000001,2013-07-03,2014-01-09,1.97
NV00000024,BOPHAN0003,CN00000005,2015-09-24,2017-11-12,1.47
NV00000120,BOPHAN0004,CN00000010,2014-12-19,2017-09-05,1.07
NV00000116,BOPHAN0002,CN00000005,2010-06-08,,1.62
NV00000150,BOPHAN0004,CN00000005,2010-11-12,2012-09-19,1.87
NV00000021,BOPHAN0004,CN00000004,2015-06-16,,1.91
NV00000077,BOPHAN0003,CN00000009,2011-01-15,2012-08-24,1.11
NV00000199,BOPHAN0003,CN00000004,2016-08-02,,1.38
NV00000159,BOPHAN0004,CN00000009,2012-05-23,,1.6
NV00000191,BOPHAN0003,CN00000010,2016-11-26,,1.73
NV00000100,BOPHAN0004,CN00000005,2013-01-28,,1.72
NV00000200,BOPHAN0002,CN00000005,2019-11-01,2021-02-21,1.85
NV00000074,BOPHAN0003,CN00000004,2013-09-05,,1.65
NV00000008,BOPHAN0001,CN00000010,2016-01-18,2016-03-15,1.07
NV00000051,BOPHAN0002,CN00000006,2014-09-05,2016-06-14,1.1
NV00000042,BOPHAN0002,CN00000005,2019-07-24,,1.91
NV00000104,BOPHAN0001,CN00000002,2010-05-10,,1.42
NV00000030,BOPHAN0001,CN00000007,2015-09-06,2016-03-16,1.69
NV00000118,BOPHAN0001,CN00000007,2010-08-11,,1.6
NV00000101,BOPHAN0003,CN00000006,2014-11-06,2015-03-01,1.68
NV00000195,BOPHAN0001,CN00000009,2011-06-21,,1.69
NV00000038,BOPHAN0003,CN00000001,2012-03-13,2014-12-02,1.32
NV00000198,BOPHAN0003,CN00000008,2013-11-09,,1.35
NV00000078,BOPHAN0003,CN00000002,2010-04-28,2010-07-08,1.44
NV00000105,BOPHAN0002,CN00000005,2019-04-02,2021-05-04,1.18
NV00000161,BOPHAN0003,CN00000009,2013-12-20,,1.34
NV00000199,BOPHAN0002,CN00000004,2017-10-11,,1.26
NV00000104,BOPHAN0001,CN00000007,2012-04-18,,1.67
NV00000028,BOPHAN0003,CN00000002,2013-02-19,,1.74
NV00000016,BOPHAN0003,CN00000007,2013-07-04,2014-11-15,1.59
NV00000073,BOPHAN0001,CN00000006,2012-08-04,,1.56
NV00000105,BOPHAN0004,CN00000008,2015-09-21,2016-07-18,1.71
NV00000021,BOPHAN0002,CN00000002,2019-06-22,,1.75
NV00000001,BOPHAN0004,CN00000007,2010-08-27,,1.52
NV00000102,BOPHAN0004,CN00000008,2016-09-05,,1.6
NV00000133,BOPHAN0002,CN00000006,2014-05-20,,2.0
NV00000056,BOPHAN0003,CN00000005,2010-03-06,,1.71
NV00000186,BOPHAN0004,CN00000007,2019-05-13,2021-01-10,1.29
NV00000065,BOPHAN0003,CN00000007,2017-01-17,2017-09-23,1.46
NV00000150,BOPHAN0001,CN00000003,2017-04-12,,1.72
NV00000154,BOPHAN0003,CN00000006,2019-04-10,,1.76
NV00000080,BOPHAN0004,CN00000003,2018-07-31,,1.13
NV00000103,BOPHAN0003,CN00000010,2014-12-20,2017-02-24,1.38
NV00000045,BOPHAN0001,CN00000001,2018-04-13,,1.19
NV00000074,BOPHAN0002,CN00000009,2011-07-16,2013-03-30,1.17
NV00000024,BOPHAN0001,CN00000002,2015-05-11,,1.71
NV00000029,BOPHAN0002,CN00000010,2019-01-24,,1.12
NV00000159,BOPHAN0002,CN00000004,2012-03-22,2014-05-02,1.91
NV00000188,BOPHAN0002,CN00000010,2010-02-25,,1.45
NV00000048,BOPHAN0004,CN00000006,2017-07-15,2018-11-12,1.41
NV00000165,BOPHAN0004,CN00000008,2019-03-28,2021-02-03,1.81
NV00000086,BOPHAN0002,CN00000004,2011-11-02,2013-04-03,1.47
NV00000145,BOPHAN0001,CN00000010,2019-02-20,,1.98
NV00000169,BOPHAN0003,CN00000007,2016-08-30,,1.88
NV00000165,BOPHAN0002,CN00000001,2016-01-04,,1.25
NV00000145,BOPHAN0001,CN00000009,2013-04-23,2013-11-23,1.38
NV00000100,BOPHAN0001,CN00000010,2016-01-22,2018-03-12,1.31
NV00000040,BOPHAN0004,CN00000008,2012-04-02,,1.13
NV00000014,BOPHAN0003,CN00000008,2014-10-09,2017-01-05,1.79
NV00000117,BOPHAN0003,CN00000001,2015-01-14,2015-09-02,1.07
NV00000006,BOPHAN0004,CN00000008,2010-04-22,2010-06-05,1.24
NV00000006,BOPHAN0003,CN00000010,2014-09-18,2016-06-11,1.33
NV00000027,BOPHAN0001,CN00000001,2010-03-27,2012-08-08,1.68
NV00000139,BOPHAN0003,CN00000004,2019-05-19,,1.73
NV00000153,BOPHAN0004,CN00000008,2011-10-24,,1.71
NV00000080,BOPHAN0002,CN00000007,2015-09-29,,1.52
NV00000157,BOPHAN0003,CN00000006,2017-05-12,2018-12-29,1.39
NV00000058,BOPHAN0004,CN00000006,2013-08-22,,1.41
NV00000199,BOPHAN0004,CN00000005,2016-08-18,2017-10-14,1.29
NV00000192,BOPHAN0002,CN00000001,2019-06-07,2020-08-20,1.36
NV00000125,BOPHAN0002,CN00000009,2014-02-21,,1.42
NV00000015,BOPHAN0003,CN00000008,2014-07-28,2015-02-14,1.5
NV00000008,BOPHAN0003,CN00000005,2010-09-01,2010-11-03,1.7
NV00000035,BOPHAN0004,CN00000001,2014-03-23,2015-07-08,1.4
NV00000167,BOPHAN0003,CN00000008,2016-07-09,,1.46
NV00000067,BOPHAN0004,CN00000001,2018-03-10,,1.07
NV00000140,BOPHAN0002,CN00000001,2019-04-28,2019-09-15,1.76
NV00000038,BOPHAN0003,CN00000006,2015-07-04,,1.25
NV00000054,BOPHAN0002,CN00000001,2010-10-26,,1.55
NV00000086,BOPHAN0003,CN00000003,2018-01-10,2018-12-02,1.44
NV00000067,BOPHAN0002,CN00000005,2010-11-14,2012-02-26,1.89
NV00000163,BOPHAN0002,CN00000001,2019-12-12,2021-10-21,1.05
NV00000023,BOPHAN0003,CN00000002,2012-10-27,2014-06-25,1.01
NV00000029,BOPHAN0001,CN00000010,2016-01-08,2016-12-27,1.87
NV00000135,BOPHAN0003,CN00000003,2019-05-28,,1.73
NV00000061,BOPHAN0001,CN00000008,2013-06-28,,1.84
NV00000161,BOPHAN0004,CN00000001,2012-01-08,,1.17
NV00000100,BOPHAN0003,CN00000003,2017-02-15,,1.86
NV00000154,BOPHAN0002,CN00000006,2011-05-13,2011-10-12,1.71
NV00000103,BOPHAN0003,CN00000002,2015-02-03,,1.37
NV00000131,BOPHAN0001,CN00000001,2014-11-22,2016-04-22,1.01
NV00000020,BOPHAN0002,CN00000008,2016-04-10,,1.57
NV00000087,BOPHAN0003,CN00000001,2015-01-23,2015-09-19,1.93
NV00000073,BOPHAN0004,CN00000009,2019-01-26,,1.33
NV00000090,BOPHAN0001,CN00000005,2012-05-29,,1.75
NV00000131,BOPHAN0002,CN00000004,2012-05-21,2012-10-06,1.5
NV00000076,BOPHAN0004,CN00000003,2017-01-25,,1.71
NV00000093,BOPHAN0004,CN00000004,2018-07-04,2020-11-11,1.83
NV00000005,BOPHAN0002,CN00000003,2014-11-13,2015-09-12,1.44
NV00000009,BOPHAN0004,CN00000007,2016-08-28,,1.19
NV00000172,BOPHAN0004,CN00000006,2012-07-12,,1.28
NV00000198,BOPHAN0002,CN00000003,2010-01-24,2012-01-01,1.72
NV00000099,BOPHAN0003,CN00000007,2019-06-16,,1.19
NV00000139,BOPHAN0003,CN00000010,2010-04-17,,1.07
NV00000078,BOPHAN0004,CN00000008,2011-09-01,,1.75
NV00000048,BOPHAN0001,CN00000005,2014-02-12,2014-03-06,1.37
NV00000004,BOPHAN0004,CN00000004,2014-02-05,,1.17
NV00000027,BOPHAN0003,CN00000009,2016-12-22,2017-06-12,1.54
NV00000119,BOPHAN0001,CN00000007,2015-09-17,,1.97
NV00000078,BOPHAN0002,CN00000001,2017-11-25,,1.35
NV00000031,BOPHAN0003,CN00000001,2017-06-07,2019-04-27,1.22
NV00000104,BOPHAN0003,CN00000002,2018-12-09,2019-03-15,1.99
NV00000040,BOPHAN0004,CN00000007,2018-08-30,2019-09-23,1.17
NV00000002,BOPHAN0002,CN00000005,2016-12-29,,1.55
NV00000168,BOPHAN0002,CN00000006,2012-07-11,,1.24
NV00000086,BOPHAN0002,CN00000010,2018-02-18,2019-11-12,1.7
NV00000095,BOPHAN0001,CN00000003,2014-10-05,,1.38
NV00000087,BOPHAN0003,CN00000008,2019-08-12,2020-10-05,1.51
NV00000174,BOPHAN0001,CN00000003,2016-12-06,2018-08-05,1.66
NV00000141,BOPHAN0004,CN00000004,2019-07-27,2019-10-30,1.49
NV00000086,BOPHAN0003,CN00000007,2013-02-09,,1.2
NV00000092,BOPHAN0003,CN00000008,2013-11-27,2013-12-27,1.76
NV00000066,BOPHAN0002,CN00000009,2018-03-23,2018-11-29,1.32
NV00000002,BOPHAN0003,CN00000007,2011-11-22,2012-07-23,1.84
NV00000173,BOPHAN0002,CN00000007,2014-01-01,2014-05-28,1.4
NV00000044,BOPHAN0002,CN00000005,2017-08-07,,1.7
NV00000156,BOPHAN0004,CN00000001,2015-01-05,2015-03-05,1.85
NV00000015,BOPHAN0001,CN00000005,2010-01-15,2011-07-01,1.2
NV00000016,BOPHAN0003,CN00000001,2014-07-06,2015-07-25,1.44
NV00000029,BOPHAN0001,CN00000001,2013-03-19,2014-07-15,1.16
NV00000069,BOPHAN0003,CN00000005,2017-08-13,2017-09-09,1.69
NV00000027,BOPHAN0002,CN00000004,2017-04-09,,1.16
NV00000058,BOPHAN0003,CN00000008,2010-05-18,,1.68
NV00000151,BOPHAN0003,CN00000003,2012-01-05,,1.77
NV00000180,BOPHAN0001,CN00000007,2011-02-19,2013-07-02,1.81
NV00000155,BOPHAN0004,CN00000007,2016-04-01,2017-05-26,1.71
NV00000086,BOPHAN0002,CN00000006,2012-08-23,2014-06-01,1.37
NV00000134,BOPHAN0001,CN00000003,2018-06-16,2020-11-29,1.18
NV00000103,BOPHAN0003,CN00000003,2011-04-02,2011-04-20,1.81
NV00000027,BOPHAN0001,CN00000005,2019-10-01,,1.25
NV00000083,BOPHAN0004,CN00000009,2018-06-16,2019-02-17,1.31
NV00000023,BOPHAN0004,CN00000005,2015-04-14,2017-12-09,1.2
NV00000055,BOPHAN0003,CN00000008,2019-11-30,,1.79
NV00000076,BOPHAN0003,CN00000009,2012-05-20,,1.6
NV00000159,BOPHAN0004,CN00000003,2011-04-28,2013-08-28,1.47
NV00000001,BOPHAN0001,CN00000008,2015-08-20,2016-10-06,1.34
NV00000101,BOPHAN0003,CN00000007,2019-07-28,,1.85
NV00000015,BOPHAN0002,CN00000006,2011-07-24,2013-04-30,1.63
NV00000117,BOPHAN0004,CN00000002,2014-12-05,2017-06-19,1.19
NV00000151,BOPHAN0004,CN00000009,2010-06-17,2011-05-29,1.11
NV00000050,BOPHAN0003,CN00000010,2011-08-21,2014-04-01,1.14
NV00000054,BOPHAN0003,CN00000002,2019-09-14,2021-02-05,1.85
NV00000081,BOPHAN0002,CN00000004,2018-08-13,,1.93
NV00000098,BOPHAN0003,CN00000002,2015-12-30,,1.69
NV00000052,BOPHAN0004,CN00000001,2016-05-09,2018-10-06,1.38
NV00000183,BOPHAN0004,CN00000009,2017-05-15,,1.65
NV00000064,BOPHAN0004,CN00000005,2016-02-19,2016-02-22,1.89
NV00000192,BOPHAN0003,CN00000003,2017-09-15,2018-05-04,1.03
NV00000165,BOPHAN0002,CN00000006,2018-09-18,,1.47
NV00000014,BOPHAN0003,CN00000005,2013-02-12,,1.68
NV00000114,BOPHAN0003,CN00000010,2014-09-08,,1.15
NV00000182,BOPHAN0001,CN00000003,2016-02-10,2016-07-20,1.71
NV00000165,BOPHAN0001,CN00000002,2017-06-03,,1.61
NV00000070,BOPHAN0002,CN00000005,2010-12-30,,1.74
NV00000041,BOPHAN0001,CN00000009,2014-04-18,,1.29
NV00000089,BOPHAN0003,CN00000003,2014-06-07,2015-04-27,1.39
NV00000082,BOPHAN0002,CN00000002,2012-05-29,2014-02-03,1.65
NV00000133,BOPHAN0001,CN00000008,2012-07-12,,1.37
NV00000063,BOPHAN0001,CN00000005,2016-09-17,,1.33
NV00000142,BOPHAN0003,CN00000003,2015-04-30,2017-05-12,1.83
NV00000131,BOPHAN0001,CN00000008,2012-01-15,,1.78
NV00000159,BOPHAN0004,CN00000002,2014-04-27,,1.57
NV00000059,BOPHAN0004,CN00000003,2018-06-28,,1.85
NV00000013,BOPHAN0004,CN00000004,2010-11-04,2012-09-13,1.91
NV00000174,BOPHAN0003,CN00000010,2016-03-14,2017-12-01,1.74
NV00000047,BOPHAN0003,CN00000004,2010-11-25,,1.22
NV00000143,BOPHAN0004,CN00000007,2017-01-23,2019-05-25,1.73
NV00000028,BOPHAN0004,CN00000003,2010-02-27,2012-01-15,1.88
NV00000131,BOPHAN0003,CN00000006,2015-03-01,,1.05
NV00000023,BOPHAN0002,CN00000009,2014-05-23,2015-01-13,1.89
NV00000116,BOPHAN0001,CN00000004,2019-10-01,2022-03-12,1.18
NV00000028,BOPHAN0001,CN00000008,2012-10-24,2015-04-06,1.21
NV00000182,BOPHAN0001,CN00000006,2018-08-24,2021-01-19,1.19
NV00000129,BOPHAN0002,CN00000008,2012-11-03,,1.8
NV00000098,BOPHAN0002,CN00000004,2010-11-03,2013-01-15,1.94
NV00000193,BOPHAN0001,CN00000003,2011-11-28,2013-04-21,1.98
NV00000149,BOPHAN0002,CN00000004,2015-09-19,2016-03-03,1.51
NV00000055,BOPHAN0004,CN00000003,2014-02-26,,1.05
NV00000090,BOPHAN0002,CN00000010,2014-03-30,,1.79
NV00000061,BOPHAN0004,CN00000010,2012-03-14,2014-09-03,1.31
NV00000044,BOPHAN0004,CN00000007,2018-07-20,2019-03-21,1.51
NV00000025,BOPHAN0004,CN00000002,2018-12-26,,1.85
NV00000153,BOPHAN0001,CN00000006,2018-08-28,2021-01-23,1.0
NV00000071,BOPHAN0001,CN00000004,2018-10-07,,1.54
NV00000125,BOPHAN0003,CN00000008,2014-04-06,2016-06-28,1.8
NV00000177,BOPHAN0003,CN00000002,2013-06-11,,1.77
NV00000194,BOPHAN0003,CN00000007,2012-11-04,,1.42
NV00000106,BOPHAN0001,CN00000010,2016-05-26,,1.03
NV00000084,BOPHAN0004,CN00000009,2019-03-06,2019-05-26,1.72
NV00000001,BOPHAN0002,CN00000010,2019-05-01,2021-08-28,1.97
NV00000142,BOPHAN0004,CN00000004,2019-02-11,2019-08-21,1.28
NV00000091,BOPHAN0004,CN00000009,2018-01-20,,1.13
NV00000185,BOPHAN0001,CN00000009,2011-12-24,2012-11-24,1.66
NV00000138,BOPHAN0003,CN00000004,2011-11-20,,1.45
NV00000004,BOPHAN0002,CN00000006,2016-02-26,,1.16
NV00000038,BOPHAN0001,CN00000007,2011-03-21,2011-10-03,1.75
NV00000005,BOPHAN0001,CN00000003,2013-05-09,,1.03
NV00000015,BOPHAN0004,CN00000007,2012-03-25,2012-03-30,1.53
NV00000037,BOPHAN0002,CN00000002,2017-09-13,2019-09-10,1.46
NV00000141,BOPHAN0003,CN00000001,2010-01-30,,1.39
NV00000128,BOPHAN0003,CN00000010,2016-07-04,2018-04-11,1.54
NV00000092,BOPHAN0001,CN00000005,2014-11-20,2017-08-12,1.05
NV00000044,BOPHAN0002,CN00000002,2015-04-30,,1.4
NV00000007,BOPHAN0003,CN00000001,2016-01-20,,1.48
NV00000059,BOPHAN0003,CN00000006,2010-02-08,,1.59
NV00000071,BOPHAN0002,CN00000007,2018-07-29,2021-02-01,1.74
NV00000002,BOPHAN0003,CN00000005,2018-04-18,,1.87
NV00000136,BOPHAN0004,CN00000010,2017-02-09,,1.14
NV00000162,BOPHAN0002,CN00000002,2015-03-02,,1.68
NV00000200,BOPHAN0001,CN00000005,2018-11-07,,1.69
NV00000094,BOPHAN0003,CN00000009,2012-06-13,,1.62
NV00000172,BOPHAN0002,CN00000009,2019-06-28,2020-03-10,1.27
NV00000122,BOPHAN0002,CN00000005,2018-01-29,,1.45
NV00000022,BOPHAN0001,CN00000001,2016-07-25,,1.44
NV00000061,BOPHAN0001,CN00000004,2012-05-01,,1.51
NV00000044,BOPHAN0002,CN00000009,2015-08-07,,1.68
NV00000019,BOPHAN0004,CN00000001,2010-08-28,2013-03-31,1.73
NV00000028,BOPHAN0003,CN00000003,2015-12-18,,1.49
NV00000157,BOPHAN0003,CN00000004,2015-05-04,,1.77
NV00000018,BOPHAN0003,CN00000009,2016-08-18,,1.14
NV00000135,BOPHAN0002,CN00000009,2010-08-18,,1.32
NV00000090,BOPHAN0003,CN00000009,2011-01-09,,1.48
NV00000137,BOPHAN0003,CN00000008,2016-03-21,,1.82
NV00000007,BOPHAN0002,CN00000003,2014-06-13,2015-08-06,1.61
NV00000020,BOPHAN0002,CN00000005,2011-03-09,2013-09-12,1.5
NV00000131,BOPHAN0003,CN00000009,2017-04-17,,1.95
NV00000165,BOPHAN0003,CN00000008,2013-07-26,2016-04-15,1.34
NV00000178,BOPHAN0003,CN00000007,2010-06-28,2012-10-12,1.47
NV00000011,BOPHAN0001,CN00000005,2017-05-20,2018-12-23,1.63
NV00000067,BOPHAN0003,CN00000004,2010-09-16,,1.16
NV00000107,BOPHAN0004,CN00000008,2017-09-11,,1.52
NV00000137,BOPHAN0002,CN00000009,2017-06-02,2017-10-02,1.29
NV00000121,BOPHAN0004,CN00000002,2015-06-30,,2.0
NV00000148,BOPHAN0001,CN00000002,2012-09-06,2014-09-07,1.4
NV00000046,BOPHAN0002,CN00000004,2014-07-11,,1.92
NV00000015,BOPHAN0001,CN00000001,2011-04-02,,1.61
NV00000149,BOPHAN0004,CN00000008,2011-06-13,2012-07-03,1.66
NV00000184,BOPHAN0002,CN00000008,2014-01-31,2015-05-03,1.16
NV00000023,BOPHAN0002,CN00000001,2010-06-04,,1.58
NV00000133,BOPHAN0001,CN00000009,2014-02-04,,1.13
NV00000112,BOPHAN0003,CN00000008,2013-12-05,2014-12-29,1.77
NV00000172,BOPHAN0003,CN00000001,2013-03-07,2015-10-01,1.68
NV00000047,BOPHAN0004,CN00000004,2016-07-20,2019-02-26,1.47
NV00000077,BOPHAN0002,CN00000007,2012-09-01,2014-08-15,1.71
NV00000110,BOPHAN0001,CN00000006,2010-06-30,,1.48
NV00000095,BOPHAN0002,CN00000007,2011-08-23,,1.08
NV00000191,BOPHAN0003,CN00000003,2011-10-26,,1.36
NV00000145,BOPHAN0003,CN00000005,2015-05-18,,1.22
NV00000005,BOPHAN0003,CN00000008,2013-07-19,2015-09-24,1.81
NV00000118,BOPHAN0002,CN00000009,2014-07-28,2017-02-17,1.03
NV00000001,BOPHAN0003,CN00000002,2012-07-26,2014-01-09,1.55
NV00000194,BOPHAN0002,CN00000009,2012-09-23,,1.49
NV00000025,BOPHAN0001,CN00000010,2011-11-06,,1.15
NV00000018,BOPHAN0001,CN00000010,2012-11-24,2015-05-26,1.12
NV00000181,BOPHAN0004,CN00000002,2014-03-27,,1.27
NV00000149,BOPHAN0004,CN00000009,2015-02-07,,1.17
NV00000028,BOPHAN0001,CN00000009,2013-01-31,,1.6
NV00000120,BOPHAN0004,CN00000003,2019-12-01,2020-09-14,1.27
NV00000187,BOPHAN0001,CN00000005,2019-11-16,,1.81
NV00000129,BOPHAN0004,CN00000007,2010-01-17,,1.57
NV00000031,BOPHAN0003,CN00000003,2013-06-03,2013-08-03,1.16
NV00000142,BOPHAN0001,CN00000008,2010-12-08,2011-07-23,1.41
NV00000144,BOPHAN0004,CN00000008,2015-10-08,,1.63
NV00000103,BOPHAN0004,CN00000009,2012-09-24,,1.86
NV00000119,BOPHAN0003,CN00000002,2011-12-18,,1.59
NV00000071,BOPHAN0001,CN00000005,2013-07-05,2014-08-15,1.87
NV00000141,BOPHAN0004,CN00000007,2017-01-09,,1.13
NV00000162,BOPHAN0001,CN00000010,2017-08-26,,1.33
NV00000048,BOPHAN0004,CN00000010,2019-10-14,2021-07-09,1.38
NV00000163,BOPHAN0002,CN00000008,2013-04-20,2014-09-19,2.0
NV00000118,BOPHAN0001,CN00000003,2013-06-03,,1.48
NV00000086,BOPHAN0001,CN00000007,2014-07-15,2017-04-08,1.62
NV00000192,BOPHAN0004,CN00000005,2012-05-23,2014-05-31,1.62
NV00000182,BOPHAN0003,CN00000004,2010-11-11,2013-05-15,1.71
NV00000001,BOPHAN0003,CN00000003,2018-10-07,2021-04-29,1.46
NV00000070,BOPHAN0002,CN00000002,2012-05-14,2012-07-19,1.14
NV00000181,BOPHAN0001,CN00000006,2013-09-09,2014-02-28,1.55
NV00000147,BOPHAN0001,CN00000005,2017-05-28,,1.25
NV00000036,BOPHAN0002,CN00000004,2010-04-08,2010-10-06,1.74
NV00000021,BOPHAN0001,CN00000005,2013-07-04,,1.41
NV00000164,BOPHAN0001,CN00000001,2012-12-17,2013-08-12,1.04
NV00000062,BOPHAN0001,CN00000007,2014-06-24,,1.34
NV00000094,BOPHAN0003,CN00000008,2016-07-29,2017-10-10,1.32
NV00000009,BOPHAN0001,CN00000008,2012-09-29,2015-04-01,1.66
NV00000029,BOPHAN0001,CN00000006,2016-04-12,,1.21
NV00000100,BOPHAN0003,CN00000002,2013-04-08,2014-03-24,1.09
NV00000074,BOPHAN0001,CN00000006,2013-07-14,2013-09-07,1.03
NV00000168,BOPHAN0001,CN00000010,2016-05-07,,1.11
NV00000098,BOPHAN0001,CN00000003,2012-07-25,2014-12-14,1.58
NV00000188,BOPHAN0001,CN00000001,2014-06-07,2014-12-11,1.9
NV00000145,BOPHAN0003,CN00000007,2013-04-20,,1.16
NV00000048,BOPHAN0004,CN00000002,2013-11-10,,1.03
NV00000118,BOPHAN0002,CN00000003,2013-05-20,,1.74
NV00000104,BOPHAN0004,CN00000001,2017-02-27,2019-10-30,1.28
NV00000061,BOPHAN0002,CN00000005,2012-03-20,,1.75
NV00000014,BOPHAN0001,CN00000007,2015-09-09,2018-01-19,1.92
NV00000134,BOPHAN0002,CN00000006,2012-11-02,,1.43
NV00000075,BOPHAN0002,CN00000009,2018-07-14,2019-12-06,1.36
NV00000128,BOPHAN0004,CN00000005,2017-09-18,2017-10-21,1.22
NV00000012,BOPHAN0001,CN00000001,2011-05-24,2012-01-27,1.2
NV00000146,BOPHAN0002,CN00000005,2012-09-20,,1.43
NV00000190,BOPHAN0003,CN00000005,2013-04-23,2016-01-08,1.42
NV00000152,BOPHAN0003,CN00000004,2015-02-06,,1.98
NV00000061,BOPHAN0004,CN00000002,2017-08-06,,1.97
NV00000068,BOPHAN0004,CN00000010,2016-12-02,2019-01-13,1.07
NV00000004,BOPHAN0002,CN00000009,2018-07-01,,1.6
NV00000146,BOPHAN0001,CN00000007,2015-05-17,2017-08-22,1.12
NV00000124,BOPHAN0004,CN00000003,2014-09-22,,1.93
NV00000133,BOPHAN0002,CN00000003,2017-06-19,2019-12-27,1.41
NV00000200,BOPHAN0004,CN00000005,2016-04-23,2017-06-10,1.98
NV00000159,BOPHAN0001,CN00000005,2010-10-19,2012-11-25,1.72
NV00000174,BOPHAN0001,CN00000004,2017-03-27,2019-07-11,1.33
NV00000108,BOPHAN0003,CN00000006,2013-09-23,,1.47
NV00000144,BOPHAN0003,CN00000008,2010-09-22,2011-07-25,1.65
NV00000031,BOPHAN0003,CN00000008,2014-03-07,2016-04-15,1.12
NV00000172,BOPHAN0002,CN00000002,2016-06-19,2017-12-25,1.31
NV00000145,BOPHAN0002,CN00000010,2013-08-20,,1.29
